accident_id,date,time,am_pm,location,description,autonomous_mode,vehicle_1_make,vehicle_1_model,vehicle_1_year,vehicle_1_moving,vehicle_2_make,vehicle_2_model,vehicle_2_year,vehicle_2_moving,weather_conditions,road_conditions,lighting_conditions,roadway_surface,associated_factors,impact_points,vehicle_damage,Ground_Truth
40,2/11/2021,9:00,AM,"Milpitas , Santa Clara","The Pony.ai autonomous vehicle (""Pony.ai AV"") was stopped for approximately 3 minutes at the red light in the far right lane on Milmont Dr. preparing to turn right onto Dixon Landing Rd. In front of the Pony.ai AV are several other vehicles also preparing to turn right. While stopped, Vehicle 2 came up quickly immediately behind the Pony.ai AV then proceeded to stop abruptly. Vehicle 2 then proceeds to creep up towards the Pony.ai with the driver of Vehicle 2 appearing to look down. Vehicle 2 then lurches forward quickly towards the Pony.ai AV. The Pony.ai AV operator proceeded to disengage from autonomous mode to attempt to avoid an accident, however, as the Pony.ai AV vehicle operator attempted to step on the throttle, the Pony.ai AV is rear-ended by Vehicle 2. The Pony.ai AV was stopped at 0 mph, while the approximate speed of Vehicle 2 at the point of collision was 5 mph. The Pony.ai AV operator noted that prior to the collision, the driver of Vehicle 2 appeared to drive erratically across other intersections as well. The contact between the vehicles caused a moderate damage to the back of the Pony.ai AV and moderate damage to Vehicle 2. Both drivers pulled over to the side of the roadway and exchanged information. There were no injuries reported and the police were not called. Pursuant to protocol, Pony.ai ran simulations after the accident to determine if the ADV would have reacted differently. The results indicate the Pony.ai ADV would not have reacted differently. ",No,Hyundai,Kona EV,2020,No,,Toyota Corolla,2016,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper",UNK,
41,3/5/2021,8:40,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) traveling eastbound in autonomous mode on Oakdale Avenue approaching Industrial Street in San Francisco was involved in a collision. The Waymo AV was coming to a stop at a stop sign intersection on Oakdale Avenue at Industrial Street when a passenger vehicle behind the Waymo AV made contact with the Waymo AV’s rear bumper at approximately 20 MPH. The Waymo AV was traveling approximately 1 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene; the Waymo AV test driver sought medical attention from urgent care the following day.",Yes,Chrysler,Pacifica,2017,Yes,,Chrysler 300M,2001,Yes,"weather_c_1, weather_c_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper",MINOR,
42,8/13/2021,8:04,AM,"San Francisco, San Francisco","On August 13, 2021 at 8:04 AM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving a van at Oakdale Avenue and Toland Street. While in manual mode and traveling northwest on Oakdale Avenue, the Waymo AV was approaching slower lead traffic at the stop sign intersection at Toland Street. As the Waymo AV’s operator (in the driver’s seating position) slowed the Waymo AV, a van made contact with the rear of the Waymo AV. The Waymo AV sustained minor damage to the underside of its rear bumper; the van did not appear to sustain damage.",No,Jaguar,I-Pace,2021,Yes,,Chevrolet Astro,2000,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_rear_2,MINOR,
43,8/31/2021,7:30,AM,"San Francisco, San Francisco","On August 31, 2021 at 7:30 AM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving another vehicle near the intersection of 25th Street at York Street. The Waymo AV was stopped near the end of the 2500 block of 25th Street after having executed a pull-over in autonomous mode, at which time the operator of the Waymo AV took manual control of the Waymo AV and proceeded into the driving lane. The Waymo AV then made contact with the right rear fender of a passenger vehicle passing the Waymo AV on the left side. Both vehicles incurred minor damage.",No,Jaguar,I-Pace,2021,Yes,,Toyota Tacoma ,2018,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_front_corner_1,MINOR,
44,8/31/2021,5:43,AM,"San Francisco, San Francisco","On August 31, 2021 at 5:41 PM PDT, Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving an unoccupied parked passenger vehicle at 20 Cook Street. While performing a multipoint turn at the north end of Cook Street (a dead-end road), the Waymo AV was in reverse at approximately 2 MPH when it made contact with the front driver’s side door of an unoccupied parked passenger vehicle. The Waymo AV was in autonomous mode until just before making contact, when the test driver transitioned the Waymo AV into manual mode. The contact caused minor scuffing and a small dent in the door handle of the parked vehicle’s driver door and minor damage to the plastic sensor housing on the Waymo AV’s rear passenger’s side.",No,Jaguar,I-Pace,2021,Yes,,Toyota Yaris,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_rear_1,MINOR,
45,9/2/2021,1:56,AM,"San Francisco, San Francisco","On September 2, 2021 at 1:56 AM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving an unoccupied parked passenger vehicle at the north end of 8th Avenue (a dead-end road). While performing a multipoint turn in autonomous mode, the Waymo AV was reversing at approximately 2 MPH when it made contact with the rear tail light of an unoccupied parked passenger vehicle. The contact caused a small break in the tail light cover of the parked vehicle and minor damage to the rear bumper of the Waymo AV.",Yes,Jaguar,I-Pace,2021,Yes,,Nissan,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,right_rear_1,MINOR,
46,9/16/2021,5:14,AM,"San Francisco, San Francisco","On September 16, 2021 at 5:14 PM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle at Palou Avenue and Selby Avenue. While making a left turn from Palou Avenue onto Selby Avenue in manual mode, the Waymo AV was struck by a passenger vehicle attempting to pass the Waymo AV on the left side using the oncoming traffic lane. The Waymo AV sustained minor damage to the left front fender. The other vehicle left the scene without exchanging information.",No,Jaguar,I-Pace,2021,Yes,,,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_front_corner_1,MINOR,
47,9/17/2021,12:30,PM,"San Francisco, San Francisco","On September 17, 2021 at 12:30 PM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle at York Street and Cesar Chavez. The Waymo AV was waiting to turn right onto Cesar Chavez in autonomous mode when the driver transitioned to manual mode. A passenger vehicle was in the process of completing a right turn from Cesar Chavez onto York Street and made contact with the front left fender of the stopped Waymo AV, before proceeding straight through the narrow roadway. The Waymo sustained minor damage to the fender. The other vehicle left the scene without exchanging information.",No,Jaguar,I-Pace,2021,No,,,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_front_corner_1,MINOR,
48,9/17/2021,11:39,AM,"San Francisco, San Francisco","On September 17, 2021 at 11:39 AM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle on the 400 block of Washington Street. While in autonomous mode, the Waymo AV was stopped behind a double-parked passenger vehicle in the right-hand lane of traffic with slow-moving (same directional) traffic to its left. The driver of the Waymo AV transitioned the vehicle to manual mode and initiated a lane change into the congested left-hand lane. Before the driver of the Waymo AV could complete this maneuver, the passenger vehicle in front of the Waymo AV shifted into reverse and proceeded to make contact with the rear right sensor of the Waymo AV. Both vehicles sustained minor damage. ",No,Jaguar,I-Pace,2021,No,,Nissan Maxima,2017,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_rear_3,MINOR,
49,10/7/2021,11:12,AM,"San Francisco, San Francisco","On October 4, 2021 at 11:12 PM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle at Mission Street and Highland Street. While operating in manual mode, a Waymo AV was waiting at a red light facing southbound on Mission Street when a passenger vehicle approached from behind and made contact with the right rear sensor housing of the Waymo AV. The Waymo AV sustained minor damage to the sensor housing.The passenger vehicle left the scene.",No,Jaguar,I-Pace,2021,No,,Unknown,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,right_rear_1,MINOR,
50,10/8/2021,8:39,AM,"San Francisco, San Francisco","On October 8, 2021 at 8:39 AM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle at Ellsworth Street and Jarboe Avenue. While operating in manual mode, the driver of the Waymo AV pulled into the right parking lane to park. In the process, the Waymo AV made contact with the bumper of a parked vehicle. Both vehicles sustained minor bumper damage. ",No,Jaguar,I-Pace,2021,Yes,,Mazda 3,,No,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_b_1, lighting_b_2","roadway_a_1, roadway_a_2",Not specified,front_bumper,MINOR,
51,10/8/2021,6:39,AM,"San Francisco, San Francisco","On October 8, 2021 at 6:39 PM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle at Mission Street at Avalon Avenue. While traveling northwest on Mission Street in autonomous mode, the Waymo AV navigated around a double-parked vehicle stopped in the right lane. After re-entering the right lane, the Waymo AV came to a complete stop behind a second passenger vehicle, at which time the driver of the Waymo AV transitioned into manual mode.  The second passenger vehicle reversed into the Waymo AV, making contact with its front bumper. Both vehicles sustained minor bumper damage. ",No,Jaguar,I-Pace,2021,No,,Kia Optima,2014,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_b_1, lighting_b_2","roadway_a_1, roadway_a_2",Not specified,right_front_corner_3,MINOR,
52,10/18/2021,12:57,PM,"San Francisco, San Francisco","On October 18, 2021 at 12:57 PM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving an SUV at Cesar Chavez and Evans Avenue. As the Waymo AV approached a right turn from Cesar Chavez onto Evans Avenue, it braked behind stopped traffic. An SUV following behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present in the driver’s seating position. The Waymo AV sustained minor damage to its rear bumper and trunk, and the SUV sustained minor damage to its front bumper and hood.",Yes,Jaguar,I-Pace,2021,Yes,,Mitsubishi Outlander Sport ES/S,2020,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_1, left_rear_1, rear_bumper",MINOR,
53,10/19/2021,12:33,PM,"San Francisco, San Francisco","On October 19, 2021 at 12:33 PM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving a passenger car on California Street between Jordan Avenue and Cherry Street. While in manual mode and stopped behind traffic waiting to make an unprotected left turn from California Street onto Cherry Street, the Waymo AV test driver attempted to make a right lane change to proceed around its stopped lead vehicle, and made contact with a passenger vehicle traveling in the right adjacent lane. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage to its front passenger side bumper corner and sensor hardware, and the passenger vehicle sustained moderate scraping and denting on the driver’s side rear passenger door.  ",No,Jaguar,I-Pace,2021,Yes,,Toyota Corolla ,2016,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_front_corner_3,MINOR,
54,10/21/2022,1:55,AM,"San Francisco, San Francisco","On October 21, 2021 at 1:55 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving a passenger vehicle at Larkin Street and O'Farrell Street.While in manual mode, the Waymo AV was slowly approaching stopped traffic ahead when a vehicle in the right adjacent lane started reversing into a parallel parking space. In the process,  the front left bumper of the passenger vehicle scraped the right side panels and bumper of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained minor damage.",No,Jaguar,I-Pace,2021,Yes,,Chevrolet Malibu,2020,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_b_1, roadway_b_2",Not specified,"right_rear_3, right_rear_passenger_2, right_rear_passenger_4, front_passenger_side_2",MINOR,
55,10/27/2021,3:54,AM,"San Francisco, San Francisco","On October 27, 2021 at 3:54 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving a passenger vehicle at Flower Street and Bayshore Avenue. While in manual mode, the operator of the Waymo AV was at a complete stop while yielding to traffic approaching from the left, waiting to make a left turn onto Bayshore Avenue from northwest Flower Street.  A passenger vehicle approached from behind and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained minor damage.",No,Jaguar,I-Pace,2021,No,,Chevrolet Silverado,2009,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_rear_1,MINOR,
56,10/28/2021,9:35,AM,"San Francisco, San Francisco","On October 28, 2021 at 9:35 PM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving a van at Silver Avenue at Bayshore Boulevard. The Waymo AV, while in autonomous mode, was waiting to make a left turn from Silver Avenue onto Bayshore Boulevard and yielding to oncoming traffic, when the test driver (in the driver’s seating position) transitioned to manual mode and proceeded with a left turn manually. During the left turn, an approaching van made contact with the front bumper of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage to its front bumper, and the van sustained minor damage to its front bumper.",No,Jaguar,I-Pace,2021,Yes,,,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,left_front_corner_3,MINOR,
57,11/4/2021,6:41:00,AM,"San Francisco, San Francisco","On November 4, 2021 at 6:41 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA made contact with a fixed object at the intersection of Icehouse Alley and Green Street.  The Waymo AV was traveling eastbound on Green Street when the vehicle approached a partially covered manhole. The manhole cover made contact with the underside of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained minor damage to the underside of the car. ",Yes,Jaguar,I-Pace,2021,Yes,,,,No,weather_a_1,road_conditions_h_1,lighting_c_1,roadway_a_1,Not specified,"left_front_corner_2, right_front_corner_1",MINOR,
58,11/6/2021,1:50:00,AM,"San Francisco, San Francisco","On November 6, 2021 at 1:50 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving a passenger vehicle at Waller Street at Alpine Terrace. The Waymo AV was traveling westbound on Waller Street when it yielded to an oncoming passenger vehicle. As the passenger vehicle passed the stopped Waymo AV, its driver side rearview mirror made contact with a Waymo AV sensor. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). Both vehicles sustained minor damage.",Yes,Jaguar,I-Pace,2021,No,,Toyota Scion TC,2009,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,front_driver_side_1,MINOR,
59,11/6/2021,4:28,AM,"San Francisco, San Francisco","On November 6, 2021 at 4:28 PM PDT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle on Powell Street at Pacific Avenue. The Waymo AV was traveling in autonomous mode southbound on Powell Street when it activated its right turn signal and prepared to make a right turn onto Pacific Avenue. The Waymo AV stopped to yield to a pedestrian who was in the adjacent crosswalk on Pacific Avenue. A passenger vehicle behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained minor damage to its rear bumper, and the trailing passenger vehicle sustained minor damage to its front bumper.",Yes,Jaguar,I-Pace,2021,No,,Honda,2009,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,
60,11/12/2021,1:23,AM,"San Francisco, San Francisco","On November 12, 2021 at 1:23 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving a passenger vehicle at Divisadero Street at Turk Street. The Waymo AV was stopped at a red light on Divisadero Street at Turk Street. When the traffic light turned green, the passenger vehicle behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained minor damage, and the trailing passenger vehicle sustained minor damage. ",Yes,Jaguar,I-Pace,2021,No,,Toyota Prius,2013,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,
61,11/15/2021,2:20,AM,"San Francisco, San Francisco","On November 15, 2021 at 2:20 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving a passenger vehicle at Noriega Street at 40th Avenue. The Waymo AV was stopped at a stop sign at Noriega Street at 40th Avenue when a passenger vehicle made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV’s rear bumper and undercarriage sustained moderate damage, and the passenger vehicle’s front bumper and hood sustained moderate damage.",Yes,Jaguar,I-Pace,2021,No,,Toyota Prius,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_1, left_rear_1, rear_bumper",UNK,
62,11/20/2021,11:11,AM,"San Francisco, San Francisco","On November 20, 2021 at 11:11 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving an SUV on the 1700 block of Steiner Street. The Waymo AV was in autonomous mode and traveling northbound on Steiner Street as it crossed the intersection at Post Street. An SUV then turned right from Post Street onto Steiner Street and began closely following the Waymo AV. The Waymo AV test driver then took manual control and stopped the Waymo AV. The SUV then stopped, reversed, and drove around the Waymo AV and made contact with the Waymo AV’s driver side rear fender. At the time of the impact the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage and the SUV left the scene without exchanging information.",No,Jaguar,I-Pace,2021,No,,Buick Enclave,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_rear_1,MINOR,
63,11/25/2021,1:31,AM,"San Francisco, San Francisco","On November 25, 2021 at 1:31 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA made contact with a curb at 32nd Avenue and Taraval Street. While in manual mode, the Waymo AV test driver was completing a right turn from northbound 32nd Avenue onto eastbound Taraval Street when the Waymo AV’s passenger side rear tire made contact with the curb at the corner of the intersection. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV’s passenger side rear tire and wheel sustained minor damage.",No,Jaguar,I-Pace,2021,Yes,,,,No,weather_a_1,road_conditions_h_1,lighting_a_1,roadway_a_1,Not specified,right_rear_passenger_2,MINOR,
64,11/26/2021,8:02:00,AM,"San Francisco, San Francisco","On November 26, 2021 at 8:02 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving a passenger vehicle at Scotia Avenue, Thornton Avenue, and Bridgeview Drive. The Waymo AV was traveling southbound on Scotia Avenue, a narrow road with vehicles parked on both sides, and approaching the intersection with Thornton Avenue and Bridgeview Drive. A passenger vehicle approaching from the right of the Waymo AV on eastbound Thornton Avenue made a left turn in front of the Waymo AV to head northbound on Scotia Avenue. The Waymo AV slowed to a near stop and nudged to its right in order to share the narrow road with the oncoming vehicle and then came to a stop at the stop sign as the oncoming vehicle completed its turn. At approximately 5 mph, the turning passenger vehicle made contact with Waymo AV’s sensor hardware housing on the driver side rear corner fender of the stopped Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained minor damage to the sensor hardware housing (which was the reason for towing the Waymo AV) and the passenger vehicle left the scene without exchanging information. ",Yes,Jaguar,I-Pace,2021,No,,,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,left_rear_2,MINOR,
65,11/28/2021,6:08:00,AM,"San Francisco, San Francisco","On November 28, 2021 at 6:08 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving a passenger vehicle at Clay Street at Franklin Street. The Waymo AV was stopped at a red light on eastbound Clay Street at Franklin Street when a passenger vehicle struck the Waymo AV’s rear bumper. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV’s rear bumper sustained damage, and the passenger vehicle’s front bumper sustained damage.",Yes,Jaguar,I-Pace,2021,No,,BMW 325I,2001,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,left_rear_1,MINOR,
66,11/30/2021,12:21,PM,"San Francisco, San Francisco","On November 30, 2021 at 12:21pm PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving an SUV on the 10 block of Castro Street. As the Waymo AV test driver drove the Waymo AV in manual mode on southbound Castro Street between Waller Street and Lloyd Street, the passenger side mirror of the Waymo AV made contact with a parked SUV. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained damage to its passenger side rearview mirror.",No,Jaguar,I-Pace,2021,No,,Honda CR-V,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,front_passenger_side_4,MINOR,
67,12/3/2021,12:23,PM,"San Francisco, San Francisco","On December 3, 2021 at 12:23 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving a passenger vehicle at 16th Street at Market and Noe Street.As the Waymo AV approached the intersection of 16th Street and Market Street, it stopped behind traffic at a red light. After the Waymo AV was fully stopped, a passenger vehicle reversed out of a parking spot perpendicular to the Waymo AV and made contact with the passenger side rear corner of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present in the driver’s seating position. Both vehicles sustained minor damage to their rear bumpers.",Yes,Jaguar,I-Pace,2021,No,,Audi A3,2016,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_1, rear_bumper",MINOR,
68,12/4/2021,4:10,AM,"San Francisco, San Francisco","On December 4, 2021 at 4:10 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving an SUV on Winson Drive between 19th and 20th Avenues. While in autonomous mode, the Waymo AV turned right from southbound 19th Avenue onto westbound Winston Drive. As the Waymo AV proceeded onto Winston Drive in the far right lane, an SUV also proceeding westbound on Winston Drive made a continuous right lane change from the far left lane, through the middle lane, and entered the far right lane in front of the Waymo AV. The Waymo AV was decelerating when the test driver transitioned to manual mode. The Waymo AV then made contact with the SUV. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver (in the driver’s seating position) was operating the Waymo AV in manual mode. The Waymo AV sustained damage to its front driver side fender and the SUV sustained damage to its front passenger side fender. ",No,Jaguar,I-Pace,2021,Yes,,Lexus RX400H,2007,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"left_front_corner_1, left_front_corner_3",MINOR,
69,12/7/2021,10:47,AM,"San Francisco, San Francisco","On December 7, 2021 at 10:47 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving an SUV at Oak Street at Stanyan Street. While in autonomous mode, the Waymo AV came to a stop at a stop sign on Oak Street. While the ADV was stopped, waiting for a pedestrian to cross and for traffic on Stanyan Street to clear, an SUV approached the Waymo AV from behind and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained minor damage to the rear bumper.",Yes,Jaguar,I-Pace,2021,No,,Lexus 4H,2021,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_1, left_rear_1, rear_bumper",MINOR,
70,12/11/2021,2:28,AM,"San Francisco, San Francisco","On December 11, 2021 at 2:28 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving a concrete post in the parking lot at 1900 Noriega Street. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The operator of the vehicle was attempting to reverse into a parking spot when the right rear sensor casing of the vehicle struck a concrete post adjacent to the parking spot. The Waymo AV sustained minor damage to the right rear sensor housing.",No,Jaguar,I-Pace,2021,Yes,,,,No,weather_b_1,road_conditions_h_1,lighting_c_1,roadway_a_1,Not specified,right_rear_3,MINOR,
71,1/13/2021,3:15,AM,"San Francisco, San Francisco","A Waymo Autonomous Vehicle (“Waymo AV”) was traveling northbound on Bartlett Street and turning left onto westbound 26th Street in San Francisco when it was involved in a collision. The Waymo AV had come to a complete stop at the 4-way stop sign intersection at Bartlett Street and 26th Street before proceeding to make a left turn in autonomous mode. As the Waymo AV was completing the left turn, a passenger vehicle traveling eastbound on 26th Street and turning left onto northbound Bartlett Street proceeded into the intersection without fully stopping at the stop sign. The Waymo AV began to brake for the passenger vehicle and the Waymo AV test driver disengaged autonomous mode and manually stopped the Waymo AV just prior to the passenger vehicle making contact with the driver’s side of the Waymo AV. The passenger vehicle was traveling approximately 5 MPH at the time of contact, and the Waymo AV was traveling approximately 0 MPH. The Waymo AV sustained minor damage to its driver’s side front wheel well and driver door, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported.",Yes,Chrysler,Pacifica,2017,Yes,, Volvo S60,2013,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"front_driver_side_3, front_driver_side_1",MINOR,
